"","method","nsnp","b","se","pval","exp","run","mode"
"342","Inverse variance weighted",17,-0.0893619653998923,0.0316299090808927,0.00472457680478951,1,43,"A"
"442","Simple mode",17,-0.0080594308979785,0.0276352657711768,0.774312311867397,1,43,"A"
"542","Weighted mode",17,0.00101520159567664,0.0254722514385978,0.968701651439812,1,43,"A"
"exposure142","mvmr",50,-0.0177690159452161,0.0104060280513194,0.0934602524215796,1,43,"A"
"exposure242","mvmr",50,1.13629113834363,0.0950555495921105,8.52331768362643e-17,2,43,"A"
"143","MR Egger",16,0.0669095486382082,0.0773149951414125,0.40139805665072,1,44,"A"
"243","Weighted median",16,-0.00113336181108937,0.0113201144962721,0.920249622123952,1,44,"A"
"343","Inverse variance weighted",16,-0.0041403508124527,0.00859861581182737,0.630151486673965,1,44,"A"
"443","Simple mode",16,-0.0116509830215481,0.0199069359655972,0.567065723012381,1,44,"A"
"543","Weighted mode",16,-0.00824631275447472,0.0194237820331542,0.677193310370297,1,44,"A"
"exposure143","mvmr",50,-0.00413347774406277,0.00787807908281276,0.601952456011313,1,44,"A"
"exposure243","mvmr",50,1.09525615790467,0.0860499831549811,6.88226454035962e-18,2,44,"A"
"144","MR Egger",16,0.0174864206292063,0.0823129328539279,0.834827072959919,1,45,"A"
"244","Weighted median",16,0.0173960942076789,0.0124039767198102,0.160777613971716,1,45,"A"
"344","Inverse variance weighted",16,0.0187491653845335,0.00890610141440496,0.0352735047698727,1,45,"A"
"444","Simple mode",16,0.0291801264215968,0.023248814343681,0.228636630815619,1,45,"A"
"544","Weighted mode",16,0.027475255487984,0.0211284595983429,0.213092797726769,1,45,"A"
"exposure144","mvmr",50,0.0140060228631035,0.00738577898638367,0.0632688868953831,1,45,"A"
"exposure244","mvmr",50,1.0747997899345,0.0773091777728826,1.75182716174723e-19,2,45,"A"
"145","MR Egger",17,-0.173090215829408,0.011189829213743,1.25654261210097e-10,1,46,"A"
"245","Weighted median",17,-0.0132314787057578,0.012153439647115,0.276285150599438,1,46,"A"
"345","Inverse variance weighted",17,-0.0662875481840392,0.020354273712853,0.00112719687179722,1,46,"A"
"445","Simple mode",17,-0.00455706991604296,0.0184949117553509,0.808509047178287,1,46,"A"
"545","Weighted mode",17,-0.00517818048720889,0.0168281087749741,0.762272243109218,1,46,"A"
"exposure145","mvmr",50,-0.000915189154800726,0.00818298626891175,0.911364582173776,1,46,"A"
"exposure245","mvmr",50,1.2013037742107,0.108783703926709,1.81617686248908e-15,2,46,"A"
"146","MR Egger",14,0.131555602977235,0.106611193555645,0.240833704322687,1,47,"A"
"246","Weighted median",14,0.0105259252740297,0.0130563731005313,0.420132957441844,1,47,"A"
"346","Inverse variance weighted",14,0.0066109608531368,0.00963706861978485,0.492717572356061,1,47,"A"
"446","Simple mode",14,0.00728582303304021,0.0237364255747083,0.763745194966741,1,47,"A"
"546","Weighted mode",14,0.0115573650090981,0.0218480786690682,0.605728906973424,1,47,"A"
"exposure146","mvmr",50,0.00485754257815878,0.00942286887053968,0.608303846386977,1,47,"A"
"exposure246","mvmr",50,1.18668008236022,0.0957554392894102,2.0275831713035e-17,2,47,"A"
"147","MR Egger",17,-0.204968363703375,0.0198423664412308,3.25501683291768e-08,1,48,"A"
"247","Weighted median",17,0.0106232725869196,0.0123804705644965,0.390855497082149,1,48,"A"
"347","Inverse variance weighted",17,-0.0571407981060913,0.0263761680637409,0.0302821750651698,1,48,"A"
"447","Simple mode",17,0.0252594918360187,0.0197705492853516,0.219606520972174,1,48,"A"
"547","Weighted mode",17,0.0221210442026435,0.0174222749120496,0.222348841505055,1,48,"A"
"exposure147","mvmr",50,0.0035457251501576,0.00809690166256207,0.663197257641592,1,48,"A"
"exposure247","mvmr",50,1.31643701043173,0.102395051378621,4.56911267797734e-18,2,48,"A"
"148","MR Egger",20,-0.390867217296389,0.0384016079962387,6.79846202714144e-09,1,49,"A"
"248","Weighted median",20,-0.0139416862151734,0.0119646702783491,0.243922743931576,1,49,"A"
"348","Inverse variance weighted",20,-0.0412649215259843,0.0253118885219822,0.103046873667215,1,49,"A"
"448","Simple mode",20,-0.0340831771283719,0.022500411754255,0.146287394559764,1,49,"A"
"548","Weighted mode",20,-0.0267552486862626,0.0194903535593601,0.185819490153766,1,49,"A"
"exposure148","mvmr",50,-0.0118157705682548,0.00972949868815109,0.229868676747723,1,49,"A"
"exposure248","mvmr",50,1.01069868795437,0.105642951113905,3.198117140682e-13,2,49,"A"
"149","MR Egger",21,-0.399714341806627,0.0446579735569659,3.04235316403431e-08,1,50,"A"
"249","Weighted median",21,0.00365683631629829,0.0102905748780175,0.722321539693454,1,50,"A"
"349","Inverse variance weighted",21,-0.023503029054105,0.0236357429126261,0.320035450713574,1,50,"A"
"449","Simple mode",21,0.00660111463228241,0.0169486134139626,0.701038702129955,1,50,"A"
"549","Weighted mode",21,0.00660111463228241,0.0154944183974105,0.67463459855118,1,50,"A"
"exposure149","mvmr",50,0.00841480359850512,0.00726709293881851,0.251987420460849,1,50,"A"
"exposure249","mvmr",50,1.1230971103588,0.0817149216901343,2.84596934588864e-19,2,50,"A"
"150","MR Egger",17,-0.144737001694635,0.0157700659877101,1.52580615941888e-07,1,51,"A"
"250","Weighted median",17,-0.0151198698299815,0.0152574674095879,0.321694553346026,1,51,"A"
"350","Inverse variance weighted",17,-0.0556318820061035,0.021269700606492,0.00890849002571946,1,51,"A"
"450","Simple mode",17,0.0429414688687829,0.0221391191747902,0.0702650407227537,1,51,"A"
"550","Weighted mode",17,-0.14398881002718,0.0143913539648032,2.72694409815374e-08,1,51,"A"
"exposure150","mvmr",50,0.00437517502656902,0.00849078715940248,0.608457016324732,1,51,"A"
"exposure250","mvmr",50,1.17376397466165,0.115124229365301,3.42905703817179e-14,2,51,"A"
"151","MR Egger",21,-0.189391931019741,0.0169287483548527,8.38534630047057e-10,1,52,"A"
"251","Weighted median",21,-0.0111592160078644,0.0120718134206684,0.355276728816534,1,52,"A"
"351","Inverse variance weighted",21,-0.0527821614935928,0.0202962193364128,0.00930633844834075,1,52,"A"
"451","Simple mode",21,-0.0140636014192476,0.020741912223634,0.505523301963138,1,52,"A"
"551","Weighted mode",21,-0.0125806945995461,0.0194880896523737,0.52590336221984,1,52,"A"
"exposure151","mvmr",50,0.00204718020241998,0.00849206329477206,0.810413997800821,1,52,"A"
"exposure251","mvmr",50,1.11393638209589,0.102904867143986,3.83717166197213e-15,2,52,"A"
"152","MR Egger",17,0.472825781714843,0.068672815431681,5.18886674589322e-06,1,53,"A"
"252","Weighted median",17,0.0194070060831647,0.0146904218180173,0.186479601550675,1,53,"A"
"352","Inverse variance weighted",17,0.0533779824439616,0.0334323130459269,0.110355222945598,1,53,"A"
"452","Simple mode",17,0.0158046079930819,0.0229781469557244,0.50142256549549,1,53,"A"
"552","Weighted mode",17,0.0187263495379424,0.0225209863281014,0.417924667005623,1,53,"A"
"exposure152","mvmr",50,0.0085570607150299,0.0116894166434419,0.467312591080811,1,53,"A"
"exposure252","mvmr",50,1.0602630129457,0.106364735086295,7.654346529467e-14,2,53,"A"
"153","MR Egger",16,0.0534017997920981,0.090471816374188,0.564423799596862,1,54,"A"
"253","Weighted median",16,0.00775734978826999,0.0120194624353853,0.518668610752322,1,54,"A"
"353","Inverse variance weighted",16,0.0133335132974084,0.00910558835050064,0.143105990261733,1,54,"A"
"453","Simple mode",16,0.00290098591178828,0.0202267364805725,0.887864856654471,1,54,"A"
"553","Weighted mode",16,-0.00123351174176316,0.0193290481900972,0.949959037231636,1,54,"A"
"exposure153","mvmr",50,0.0188571587599751,0.00826250410831731,0.0264388981261334,1,54,"A"
"exposure253","mvmr",50,1.18198569487034,0.0848320601853237,1.59564155898536e-19,2,54,"A"
"154","MR Egger",18,-0.236723766740554,0.021265732771451,6.05972708024828e-09,1,55,"A"
"254","Weighted median",18,-0.00967932939277802,0.0158830000231087,0.542249776133081,1,55,"A"
"354","Inverse variance weighted",18,-0.062225272693697,0.0279451515290997,0.025967800023575,1,55,"A"
"454","Simple mode",18,-0.00848235119125235,0.0256918033626956,0.745314443850929,1,55,"A"
"554","Weighted mode",18,-0.00600179766279568,0.0243761220143707,0.808463120728072,1,55,"A"
"exposure154","mvmr",50,-0.00335090091778027,0.00954236681532113,0.726834470699501,1,55,"A"
"exposure254","mvmr",50,1.06254049892246,0.0898881702116597,1.32472785104394e-16,2,55,"A"
"155","MR Egger",17,-0.33731866639373,0.0348946554992139,7.78999725501129e-08,1,56,"A"
"255","Weighted median",17,0.00214023405426443,0.0166621410940753,0.897793717972267,1,56,"A"
"355","Inverse variance weighted",17,-0.0448276301830364,0.0365677006402353,0.220243657837328,1,56,"A"
"455","Simple mode",17,-0.00792141259436113,0.0247299527016424,0.752873605134385,1,56,"A"
"555","Weighted mode",17,0.0110589909419411,0.0227767318330351,0.633875852166822,1,56,"A"
"exposure155","mvmr",50,0.0108678820690265,0.0119008819740179,0.36519684792062,1,56,"A"
"exposure255","mvmr",50,1.11626895222393,0.102826494230214,3.44974367640234e-15,2,56,"A"
"156","MR Egger",17,0.433027313949537,0.0383437335803812,9.86362172369215e-09,1,57,"A"
"256","Weighted median",17,0.0295292947752632,0.0190913793514469,0.12192728434428,1,57,"A"
"356","Inverse variance weighted",17,0.0996017670484224,0.040678226673626,0.0143441377982665,1,57,"A"
"456","Simple mode",17,0.0151584790257257,0.027963930820458,0.595238150967732,1,57,"A"
"556","Weighted mode",17,0.0165481881066497,0.0302926809428602,0.59241230714053,1,57,"A"
"exposure156","mvmr",50,0.0279557761582848,0.0130729775666937,0.037021975349087,1,57,"A"
"exposure256","mvmr",50,1.08976634251447,0.0982290236315218,1.52561286668416e-15,2,57,"A"
"157","MR Egger",11,-0.120158398084387,0.00861270604810448,2.11351625828461e-07,1,58,"A"
"257","Weighted median",11,-0.0498045807526658,0.0177217509960577,0.00494854135594846,1,58,"A"
"357","Inverse variance weighted",11,-0.0676101710775728,0.0208997105553541,0.00121650733429836,1,58,"A"
"457","Simple mode",11,0.0140370162860103,0.0189399826789167,0.475657508504058,1,58,"A"
"557","Weighted mode",11,-0.116223985816511,0.0103176381736666,5.28303313293198e-07,1,58,"A"
"exposure157","mvmr",50,0.00993889545053024,0.00859280267905971,0.252505282767324,1,58,"A"
"exposure257","mvmr",50,1.17058776789045,0.117139196701545,7.00688637290832e-14,2,58,"A"
"158","MR Egger",19,-0.361617733059653,0.0746773411913753,0.000152576628317587,1,59,"A"
"258","Weighted median",19,0.005701555123361,0.0095050560065908,0.548609904346878,1,59,"A"
"358","Inverse variance weighted",19,-0.0205964988023918,0.0245600436938415,0.401683613256663,1,59,"A"
"458","Simple mode",19,0.00271161770512618,0.015688963097848,0.864708947851259,1,59,"A"
"558","Weighted mode",19,0.00390225924954468,0.0154852610127775,0.803897243335137,1,59,"A"
"exposure158","mvmr",50,0.000589746003129866,0.00791864490251271,0.940907148670372,1,59,"A"
"exposure258","mvmr",50,1.24453860247796,0.108382378254572,4.09281669264581e-16,2,59,"A"
"159","MR Egger",15,0.102849817474982,0.0835887912546488,0.240337860890376,1,60,"A"
"259","Weighted median",15,-0.0116205211268394,0.013652547710494,0.394679721886208,1,60,"A"
"359","Inverse variance weighted",15,-0.0100164606412405,0.0101767390405565,0.324992353925558,1,60,"A"
"459","Simple mode",15,-0.0312879352792148,0.0247808642830268,0.227364640066659,1,60,"A"
"559","Weighted mode",15,-0.0300866508529371,0.0257769406917338,0.262628683901709,1,60,"A"
"exposure159","mvmr",50,-0.00222945966959437,0.0087681682163318,0.800254709928565,1,60,"A"
"exposure259","mvmr",50,1.03871973960217,0.0802242106886243,3.41874260087343e-18,2,60,"A"
"160","MR Egger",20,-0.127346615384407,0.107225891527914,0.250408425365026,1,61,"A"
"260","Weighted median",20,-0.0147525386067573,0.0122138958092515,0.227105451504322,1,61,"A"
"360","Inverse variance weighted",20,-0.00841480420623791,0.0128192669681511,0.511554879760872,1,61,"A"
"460","Simple mode",20,-0.0190837211731127,0.0221176729266997,0.398993165019308,1,61,"A"
"560","Weighted mode",20,-0.0160643603490498,0.0181021561740567,0.385944551444212,1,61,"A"
"exposure160","mvmr",50,-0.00775939911104776,0.0102027224807342,0.450250460035825,1,61,"A"
"exposure260","mvmr",50,1.12933779466672,0.106226708652639,7.48737052329434e-15,2,61,"A"
"161","MR Egger",19,-0.131644246990801,0.142758027568049,0.369353511651478,1,62,"A"
"261","Weighted median",19,0.0137638191291555,0.0165900723832292,0.406741281031693,1,62,"A"
"361","Inverse variance weighted",19,0.013430696005968,0.0138769415575504,0.333122955635922,1,62,"A"
"461","Simple mode",19,0.0135205293718424,0.0291211237406622,0.648009042856648,1,62,"A"
"561","Weighted mode",19,0.0167907906921865,0.0272243478688029,0.545118087698695,1,62,"A"
"exposure161","mvmr",50,0.0186693788327465,0.0116218791193177,0.114018730428437,1,62,"A"
"exposure261","mvmr",50,1.11247301398862,0.0927496358712199,7.46027934934205e-17,2,62,"A"
"162","MR Egger",22,-0.221787330547177,0.0158778334826012,8.88742702176881e-12,1,63,"A"
"262","Weighted median",22,-0.00637693017581666,0.0107619672203766,0.553486921330236,1,63,"A"
"362","Inverse variance weighted",22,-0.0496889679399701,0.0216814384828104,0.0219186585929004,1,63,"A"
"462","Simple mode",22,-0.00414234255229695,0.0194642452813964,0.833521211402692,1,63,"A"
"562","Weighted mode",22,-0.00105614659717668,0.017695994928602,0.952972593219451,1,63,"A"
"exposure162","mvmr",50,0.00541521013130151,0.00835134279897499,0.519458789545239,1,63,"A"
"exposure262","mvmr",50,1.31102534142912,0.107715960514642,4.17507028534539e-17,2,63,"A"
"163","MR Egger",18,-0.0464186314643584,0.072017055747475,0.528352087149943,1,64,"A"
"263","Weighted median",18,-0.00628835712400264,0.0116419721554317,0.589096797806989,1,64,"A"
"363","Inverse variance weighted",18,-0.000180784982069739,0.00922097524634289,0.98435780363462,1,64,"A"
"463","Simple mode",18,-0.00683667191153957,0.0208603372191724,0.747113348274694,1,64,"A"
"563","Weighted mode",18,-0.00971169000947839,0.018960796465008,0.615102063210695,1,64,"A"
"exposure163","mvmr",50,0.00374414971370883,0.00789054415043539,0.637048935774934,1,64,"A"
"exposure263","mvmr",50,1.25588459916763,0.0858910441737732,2.01617708417504e-20,2,64,"A"
"164","MR Egger",15,-0.359414833836307,0.0421653897377435,1.10910970727194e-06,1,65,"A"
"264","Weighted median",15,0.0259289984460174,0.0149021027417737,0.0818667988925892,1,65,"A"
"364","Inverse variance weighted",15,-0.0404433909096541,0.040452137319654,0.317415155186998,1,65,"A"
"464","Simple mode",15,0.0390568128565739,0.0208798912648436,0.0824593368177106,1,65,"A"
"564","Weighted mode",15,0.0355099209294902,0.0220216150528083,0.129159703308751,1,65,"A"
"exposure164","mvmr",50,0.00935997178404445,0.0118539464045157,0.433210262013019,1,65,"A"
"exposure264","mvmr",50,1.19742544389769,0.109079327568594,2.27201206778826e-15,2,65,"A"
"165","MR Egger",20,-0.300154776237092,0.0391619881092539,4.48689341446233e-07,1,66,"A"
"265","Weighted median",20,0.014595328731916,0.0119327608729801,0.221280253480587,1,66,"A"
"365","Inverse variance weighted",20,-0.0405258874485752,0.0268547328644664,0.131278842511139,1,66,"A"
"465","Simple mode",20,0.018139995849439,0.0196059038999303,0.366448754167376,1,66,"A"
"565","Weighted mode",20,0.0202726363011693,0.0184183432660727,0.28478727390932,1,66,"A"
"exposure165","mvmr",50,0.00170852347670088,0.00875529023416292,0.846014294773666,1,66,"A"
"exposure265","mvmr",50,1.21048202499493,0.102868455950751,1.58182182204368e-16,2,66,"A"
"166","MR Egger",19,0.304662348656016,0.0520595487438266,1.92157127356244e-05,1,67,"A"
"266","Weighted median",19,0.0162545467787216,0.0130788854894433,0.213938501907227,1,67,"A"
"366","Inverse variance weighted",19,0.0487319630358239,0.0267886526149369,0.0688920466230176,1,67,"A"
"466","Simple mode",19,0.00686175232360478,0.0223975181954188,0.762844314027581,1,67,"A"
"566","Weighted mode",19,0.00568140402067543,0.0209779074827005,0.789604549032289,1,67,"A"
"exposure166","mvmr",50,0.0116800046308068,0.0101730279265181,0.255973906370478,1,67,"A"
"exposure266","mvmr",50,1.0055067188639,0.107534423937462,6.97059777801174e-13,2,67,"A"
"167","MR Egger",19,0.172111504467098,0.120178109096677,0.170235560054331,1,68,"A"
"267","Weighted median",19,0.0137266534124389,0.0151133402573479,0.363747476504721,1,68,"A"
"367","Inverse variance weighted",19,0.00927140447757377,0.0119182635142296,0.436618703476216,1,68,"A"
"467","Simple mode",19,0.0125984718760393,0.0257529834819863,0.630604914103931,1,68,"A"
"567","Weighted mode",19,0.0169220466847755,0.0244905261261148,0.498403607952089,1,68,"A"
"exposure167","mvmr",50,0.0108784808582563,0.0120937015634343,0.372371608315808,1,68,"A"
"exposure267","mvmr",50,1.05157084656599,0.100499015585206,1.34213457180077e-14,2,68,"A"
"168","MR Egger",21,0.215303798517258,0.0289382111798519,4.83908704039202e-07,1,69,"A"
"268","Weighted median",21,0.0283934614896373,0.0106360454027508,0.00759528258188464,1,69,"A"
"368","Inverse variance weighted",21,0.0502260763028974,0.0167826414260328,0.00276485505707155,1,69,"A"
"468","Simple mode",21,0.0277262551685273,0.0173865280931012,0.126461300657575,1,69,"A"
"568","Weighted mode",21,0.0292348495507974,0.015576148947978,0.0751988734336379,1,69,"A"
"exposure168","mvmr",50,0.0206861123403645,0.00790193232145349,0.0114568554464211,1,69,"A"
"exposure268","mvmr",50,0.795557313539956,0.0948788515461362,2.37068661425264e-11,2,69,"A"
"169","MR Egger",17,-0.110869501968248,0.109903558021531,0.329072762477758,1,70,"A"
"269","Weighted median",17,-0.00467785017683929,0.0154230359690919,0.76165910350504,1,70,"A"
"369","Inverse variance weighted",17,-0.00202500926196936,0.0126596458533186,0.872914306707973,1,70,"A"
"469","Simple mode",17,-0.00265620732465574,0.0260211723844989,0.919962577040039,1,70,"A"
"569","Weighted mode",17,-0.00177699618383192,0.0244046887375097,0.94285683664366,1,70,"A"
"exposure169","mvmr",50,-0.0077026051290443,0.0105915347416461,0.470219229474222,1,70,"A"
"exposure269","mvmr",50,1.07998440447046,0.0900425751223249,7.46550493632972e-17,2,70,"A"
"170","MR Egger",18,-0.0391633012587993,0.0782796739547829,0.623675184117707,1,71,"A"
"270","Weighted median",18,0.00279876936086222,0.0109257478286042,0.797825187949776,1,71,"A"
"370","Inverse variance weighted",18,0.00787867454801571,0.00863621273887688,0.361619487909788,1,71,"A"
